16.71;KOTA PALEMBANG, SUMATERA SELATAN
73.73;KOTA PALOPO, SULAWESI SELATAN
72.71;KOTA PALU, SULAWESI TENGAH
19.71;KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG
73.72;KOTA PARE PARE, SULAWESI SELATAN
13.77;KOTA PARIAMAN, SUMATERA BARAT
35.75;KOTA PASURUAN, JAWA TIMUR
13.76;KOTA PAYAKUMBUH, SUMATERA BARAT
33.75;KOTA PEKALONGAN, JAWA TENGAH
14.71;KOTA PEKANBARU, RIAU
12.72;KOTA PEMATANGSIANTAR, SUMATERA UTARA
61.71;KOTA PONTIANAK, KALIMANTAN BARAT
16.74;KOTA PRABUMULIH, SUMATERA SELATAN
35.74;KOTA PROBOLINGGO, JAWA TIMUR
11.72;KOTA SABANG, ACEH
33.73;KOTA SALATIGA, JAWA TENGAH
64.72;KOTA SAMARINDA, KALIMANTAN TIMUR
13.73;KOTA SAWAHLUNTO, SUMATERA BARAT
33.74;KOTA SEMARANG, JAWA TENGAH
36.73;KOTA SERANG, BANTEN
12.73;KOTA SIBOLGA, SUMATERA UTARA
61.72;KOTA SINGKAWANG, KALIMANTAN BARAT
13.72;KOTA SOLOK, SUMATERA BARAT
92.71;KOTA SORONG, PAPUA BARAT
11.75;KOTA SUBULUSSALAM, ACEH
32.72;KOTA SUKABUMI, JAWA BARAT
15.72;KOTA SUNGAI PENUH, JAMBI
35.78;KOTA SURABAYA, JAWA TIMUR
33.72;KOTA SURAKARTA, JAWA TENGAH
36.71;KOTA TANGERANG, BANTEN
36.74;KOTA TANGERANG SELATAN, BANTEN
12.74;KOTA TANJUNG BALAI, SUMATERA UTARA
21.72;KOTA TANJUNG PINANG, KEPULAUAN RIAU
65.71;KOTA TARAKAN, KALIMANTAN UTARA
