71.04.19;Kec. Essang Selatan, KAB. KEPULAUAN TALAUD, SULAWESI UTARA
92.06.08;Kec. Fafurwar, KAB. TELUK BINTUNI, PAPUA BARAT
94.03.24;Kec. Fajar Timur, KAB. PANIAI, PAPUA TENGAH
92.03.01;Kec. Fak-Fak, KAB. FAK FAK, PAPUA BARAT
92.03.02;Kec. Fak-Fak Barat, KAB. FAK FAK, PAPUA BARAT
92.03.05;Kec. Fak-Fak Tengah, KAB. FAK FAK, PAPUA BARAT
92.03.03;Kec. Fak-Fak Timur, KAB. FAK FAK, PAPUA BARAT
92.03.12;Kec. Fakfak Timur Tengah, KAB. FAK FAK, PAPUA BARAT
12.14.18;Kec. Fanayama, KAB. NIAS SELATAN, SUMATERA UTARA
53.02.29;Kec. Fatukopa, KAB. TIMOR TENGAH SELATAN, NUSA TENGGARA TIMUR
53.01.10;Kec. Fatuleu, KAB. KUPANG, NUSA TENGGARA TIMUR
53.01.27;Kec. Fatuleu Barat, KAB. KUPANG, NUSA TENGGARA TIMUR
53.01.28;Kec. Fatuleu Tengah, KAB. KUPANG, NUSA TENGGARA TIMUR
53.02.12;Kec. Fatumnasi, KAB. TIMOR TENGAH SELATAN, NUSA TENGGARA TIMUR
53.02.28;Kec. Fautmolo, KAB. TIMOR TENGAH SELATAN, NUSA TENGGARA TIMUR
94.02.03;Kec. Fawi, KAB. PUNCAK JAYA, PAPUA TENGAH
93.04.05;Kec. Fayit, KAB. ASMAT, PAPUA SELATAN
92.09.01;Kec. Fef, KAB. TAMBRAUW, PAPUA BARAT
81.09.06;Kec. Fena Fafan, KAB. BURU SELATAN, MALUKU
81.04.13;Kec. Fena Leisela, KAB. BURU, MALUKU
93.02.13;Kec. Firiwage, KAB. BOVEN DIGOEL, PAPUA SELATAN
93.02.10;Kec. Fofi, KAB. BOVEN DIGOEL, PAPUA SELATAN
92.04.24;Kec. Fokour, KAB. SORONG SELATAN, PAPUA BARAT
81.03.06;Kec. Fordata, KAB. KEPULAUAN TANIMBAR, MALUKU
92.03.16;Kec. Furwagi, KAB. FAK FAK, PAPUA BARAT
19.71.06;Kec. Gabek, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG
33.15.08;Kec. Gabus, KAB. GROBOGAN, JAWA TENGAH
33.18.11;Kec. Gabus, KAB. PATI, JAWA TENGAH
32.12.03;Kec. Gabuswetan, KAB. INDRAMAYU, JAWA BARAT
35.13.09;Kec. Gading, KAB. PROBOLINGGO, JAWA TIMUR
17.71.02;Kec. Gading Cempaka, KOTA BENGKULU, BENGKULU
18.10.02;Kec. Gading Rejo, KAB. PRINGSEWU, LAMPUNG
35.75.01;Kec. Gadingrejo, KOTA PASURUAN, JAWA TIMUR
72.05.09;Kec. Gadung, KAB. BUOL, SULAWESI TENGAH
33.21.08;Kec. Gajah, KAB. DEMAK, JAWA TENGAH
11.17.10;Kec. Gajah Putih, KAB. BENER MERIAH, ACEH
33.74.09;Kec. Gajahmungkur, KOTA SEMARANG, JAWA TENGAH
12.07.19;Kec. Galang, KAB. DELI SERDANG, SUMATERA UTARA
21.71.08;Kec. Galang, KOTA BATAM, KEPULAUAN RIAU
72.04.08;Kec. Galang, KAB. TOLI TOLI, SULAWESI TENGAH
82.03.04;Kec. Galela, KAB. HALMAHERA UTARA, MALUKU UTARA
82.03.14;Kec. Galela Barat, KAB. HALMAHERA UTARA, MALUKU UTARA
82.03.16;Kec. Galela Selatan, KAB. HALMAHERA UTARA, MALUKU UTARA
82.03.15;Kec. Galela Utara, KAB. HALMAHERA UTARA, MALUKU UTARA
73.05.09;Kec. Galesong, KAB. TAKALAR, SULAWESI SELATAN
73.05.05;Kec. Galesong Selatan, KAB. TAKALAR, SULAWESI SELATAN
73.05.06;Kec. Galesong Utara, KAB. TAKALAR, SULAWESI SELATAN
61.01.11;Kec. Galing, KAB. SAMBAS, KALIMANTAN BARAT
35.26.18;Kec. Galis, KAB. BANGKALAN, JAWA TIMUR
35.28.03;Kec. Galis, KAB. PAMEKASAN, JAWA TIMUR
34.01.04;Kec. Galur, KAB. KULON PROGO, DAERAH ISTIMEWA YOGYAKARTA
31.71.01;Kec. Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA
35.10.07;Kec. Gambiran, KAB. BANYUWANGI, JAWA TIMUR
63.03.03;Kec. Gambut, KAB. BANJAR, KALIMANTAN SELATAN
95.07.04;Kec. Gamelia, KAB. LANNY JAYA, PAPUA PEGUNUNGAN
35.06.12;Kec. Gampengrejo, KAB. KEDIRI, JAWA TIMUR
34.04.01;Kec. Gamping, KAB. SLEMAN, DAERAH ISTIMEWA YOGYAKARTA
73.18.19;Kec. Gandangbatu Sillanan, KAB. TANA TORAJA, SULAWESI SELATAN
11.11.07;Kec. Gandapura, KAB. BIREUEN, ACEH
35.29.10;Kec. Ganding, KAB. SUMENEP, JAWA TIMUR
33.01.10;Kec. Gandrungmangu, KAB. CILACAP, JAWA TENGAH
16.71.12;Kec. Gandus, KOTA PALEMBANG, SUMATERA SELATAN
35.03.10;Kec. Gandusari, KAB. TRENGGALEK, JAWA TIMUR
35.05.15;Kec. Gandusari, KAB. BLITAR, JAWA TIMUR
82.04.04;Kec. Gane Barat, KAB. HALMAHERA SELATAN, MALUKU UTARA
82.04.23;Kec. Gane Barat Selatan, KAB. HALMAHERA SELATAN, MALUKU UTARA
82.04.24;Kec. Gane Barat Utara, KAB. HALMAHERA SELATAN, MALUKU UTARA
82.04.03;Kec. Gane Timur, KAB. HALMAHERA SELATAN, MALUKU UTARA
82.04.26;Kec. Gane Timur Selatan, KAB. HALMAHERA SELATAN, MALUKU UTARA
82.04.27;Kec. Gane Timur Tengah, KAB. HALMAHERA SELATAN, MALUKU UTARA
32.11.19;Kec. Ganeas, KAB. SUMEDANG, JAWA BARAT
52.08.02;Kec. Gangga, KAB. LOMBOK UTARA, NUSA TENGGARA BARAT
73.12.07;Kec. Ganra, KAB. SOPPENG, SULAWESI SELATAN
32.12.25;Kec. Gantar, KAB. INDRAMAYU, JAWA BARAT
73.02.01;Kec. Gantarang, KAB. BULUKUMBA, SULAWESI SELATAN
73.03.07;Kec. Gantarang Keke, KAB. BANTAENG, SULAWESI SELATAN
33.10.02;Kec. Gantiwarno, KAB. KLATEN, JAWA TENGAH
19.06.02;Kec. Gantung, KAB. BELITUNG TIMUR, KEPULAUAN BANGKA BELITUNG
35.29.19;Kec. Gapura, KAB. SUMENEP, JAWA TIMUR
32.08.08;Kec. Garawangi, KAB. KUNINGAN, JAWA BARAT
12.02.14;Kec. Garoga, KAB. TAPANULI UTARA, SUMATERA UTARA
35.05.11;Kec. Garum, KAB. BLITAR, JAWA TIMUR
33.07.12;Kec. Garung, KAB. WONOSOBO, JAWA TENGAH
32.05.01;Kec. Garut Kota, KAB. GARUT, JAWA BARAT
33.11.11;Kec. Gatak, KAB. SUKOHARJO, JAWA TENGAH
14.04.12;Kec. Gaung, KAB. INDRAGIRI HILIR, RIAU
14.04.06;Kec. Gaung Anak Serka, KAB. INDRAGIRI HILIR, RIAU
35.22.28;Kec. Gayam, KAB. BOJONEGORO, JAWA TIMUR
35.29.20;Kec. Gayam, KAB. SUMENEP, JAWA TIMUR
33.74.04;Kec. Gayamsari, KOTA SEMARANG, JAWA TENGAH
35.78.22;Kec. Gayungan, KOTA SURABAYA, JAWA TIMUR
95.08.08;Kec. Gearek, KAB. NDUGA, PAPUA PEGUNUNGAN
12.05.13;Kec. Gebang, KAB. LANGKAT, SUMATERA UTARA
32.09.30;Kec. Gebang, KAB. CIREBON, JAWA BARAT
33.06.14;Kec. Gebang, KAB. PURWOREJO, JAWA TENGAH
33.19.08;Kec. Gebog, KAB. KUDUS, JAWA TENGAH
35.07.29;Kec. Gedangan, KAB. MALANG, JAWA TIMUR
35.15.16;Kec. Gedangan, KAB. SIDOARJO, JAWA TIMUR
34.03.14;Kec. Gedangsari, KAB. GUNUNGKIDUL, DAERAH ISTIMEWA YOGYAKARTA
32.73.27;Kec. Gedebage, KOTA BANDUNG, JAWA BARAT
35.16.14;Kec. Gedeg, KAB. MOJOKERTO, JAWA TIMUR
18.09.01;Kec. Gedong Tataan, KAB. PESAWARAN, LAMPUNG
34.71.05;Kec. Gedongtengen, KOTA YOGYAKARTA, DAERAH ISTIMEWA YOGYAKARTA
18.05.06;Kec. Gedung Aji, KAB. TULANG BAWANG, LAMPUNG
18.05.27;Kec. Gedung Aji Baru, KAB. TULANG BAWANG, LAMPUNG
18.05.11;Kec. Gedung Meneng, KAB. TULANG BAWANG, LAMPUNG
18.04.15;Kec. Gedung Surian, KAB. LAMPUNG BARAT, LAMPUNG
35.19.03;Kec. Geger, KAB. MADIUN, JAWA TIMUR
35.26.06;Kec. Geger, KAB. BANGKALAN, JAWA TIMUR
32.02.40;Kec. Gegerbitung, KAB. SUKABUMI, JAWA BARAT
32.09.28;Kec. Gegesik, KAB. CIREBON, JAWA BARAT
32.03.27;Kec. Gekbrong, KAB. CIANJUR, JAWA BARAT
95.07.29;Kec. Gelok Beam, KAB. LANNY JAYA, PAPUA PEGUNUNGAN
16.03.06;Kec. Gelumbang, KAB. MUARA ENIM, SUMATERA SELATAN
35.19.06;Kec. Gemarang, KAB. MADIUN, JAWA TIMUR
33.23.20;Kec. Gemawang, KAB. TEMANGGUNG, JAWA TENGAH
33.18.13;Kec. Gembong, KAB. PATI, JAWA TENGAH
71.04.08;Kec. Gemeh, KAB. KEPULAUAN TALAUD, SULAWESI UTARA
33.14.13;Kec. Gemolong, KAB. SRAGEN, JAWA TENGAH
32.09.37;Kec. Gempol, KAB. CIREBON, JAWA BARAT
35.14.12;Kec. Gempol, KAB. PASURUAN, JAWA TIMUR
33.24.11;Kec. Gemuh, KAB. KENDAL, JAWA TENGAH
35.13.18;Kec. Gending, KAB. PROBOLINGGO, JAWA TIMUR
35.21.05;Kec. Geneng, KAB. NGAWI, JAWA TIMUR
35.10.09;Kec. Genteng, KAB. BANYUWANGI, JAWA TIMUR
35.78.07;Kec. Genteng, KOTA SURABAYA, JAWA TIMUR
75.05.06;Kec. Gentuma Raya, KAB. GORONTALO UTARA, GORONTALO
33.74.05;Kec. Genuk, KOTA SEMARANG, JAWA TENGAH
15.07.10;Kec. Geragai, KAB. TANJUNG JABUNG TIMUR, JAMBI
35.21.18;Kec. Gerih, KAB. NGAWI, JAWA TIMUR
36.72.06;Kec. Gerogol, KOTA CILEGON, BANTEN
51.08.01;Kec. Gerokgak, KAB. BULELENG, BALI
52.01.01;Kec. Gerung, KAB. LOMBOK BARAT, NUSA TENGGARA BARAT
19.71.05;Kec. Gerunggang, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG
95.08.05;Kec. Geselma, KAB. NDUGA, PAPUA PEGUNUNGAN
33.14.18;Kec. Gesi, KAB. SRAGEN, JAWA TENGAH
33.22.01;Kec. Getasan, KAB. SEMARANG, JAWA TENGAH
11.07.05;Kec. Geumpang, KAB. PIDIE, ACEH
11.08.25;Kec. Geuredong Pase, KAB. ACEH UTARA, ACEH
95.04.24;Kec. Geya, KAB. TOLIKARA, PAPUA PEGUNUNGAN
33.15.05;Kec. Geyer, KAB. GROBOGAN, JAWA TENGAH
51.04.03;Kec. Gianyar, KAB. GIANYAR, BALI
12.04.06;Kec. Gido, KAB. NIAS, SUMATERA UTARA
95.04.34;Kec. Gika, KAB. TOLIKARA, PAPUA PEGUNUNGAN
35.29.08;Kec. Giliginting, KAB. SUMENEP, JAWA TIMUR
73.13.13;Kec. Gilireng, KAB. WAJO, SULAWESI SELATAN
95.04.18;Kec. Gilubandu, KAB. TOLIKARA, PAPUA PEGUNUNGAN
35.10.17;Kec. Giri, KAB. BANYUWANGI, JAWA TIMUR
17.03.08;Kec. Giri Mulya, KAB. BENGKULU UTARA, BENGKULU
71.72.06;Kec. Girian, KOTA BITUNG, SULAWESI UTARA
33.12.22;Kec. Girimarto, KAB. WONOGIRI, JAWA TENGAH
19.71.07;Kec. Girimaya, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG
34.01.09;Kec. Girimulyo, KAB. KULON PROGO, DAERAH ISTIMEWA YOGYAKARTA
34.03.16;Kec. Girisubo, KAB. GUNUNGKIDUL, DAERAH ISTIMEWA YOGYAKARTA
33.12.02;Kec. Giritontro, KAB. WONOGIRI, JAWA TENGAH
33.12.03;Kec. Giriwoyo, KAB. WONOGIRI, JAWA TENGAH
12.08.16;Kec. Girsang Sipangan Bolon, KAB. SIMALUNGUN, SUMATERA UTARA
18.06.20;Kec. Gisting, KAB. TANGGAMUS, LAMPUNG
33.09.20;Kec. Gladagsari, KAB. BOYOLALI, JAWA TENGAH
35.10.15;Kec. Glagah, KAB. BANYUWANGI, JAWA TIMUR
35.24.26;Kec. Glagah, KAB. LAMONGAN, JAWA TIMUR
35.10.10;Kec. Glenmore, KAB. BANYUWANGI, JAWA TIMUR
11.07.29;Kec. Glumpang Baro, KAB. PIDIE, ACEH
11.07.06;Kec. Glumpang Tiga, KAB. PIDIE, ACEH
62.04.05;Kec. Gn. Bintang Awai, KAB. BARITO SELATAN, KALIMANTAN TENGAH
95.07.24;Kec. Goa Balim, KAB. LANNY JAYA, PAPUA PEGUNUNGAN
34.04.02;Kec. Godean, KAB. SLEMAN, DAERAH ISTIMEWA YOGYAKARTA
33.15.16;Kec. Godong, KAB. GROBOGAN, JAWA TENGAH
53.09.02;Kec. Golewa, KAB. NGADA, NUSA TENGGARA TIMUR
53.09.19;Kec. Golewa Barat, KAB. NGADA, NUSA TENGGARA TIMUR
53.09.18;Kec. Golewa Selatan, KAB. NGADA, NUSA TENGGARA TIMUR
95.07.20;Kec. Gollo, KAB. LANNY JAYA, PAPUA PEGUNUNGAN
33.05.19;Kec. Gombong, KAB. KEBUMEN, JAWA TENGAH
94.05.08;Kec. Gome, KAB. PUNCAK, PAPUA TENGAH
94.05.24;Kec. Gome Utara, KAB. PUNCAK, PAPUA TENGAH
12.14.02;Kec. Gomo, KAB. NIAS SELATAN, SUMATERA UTARA
33.14.06;Kec. Gondang, KAB. SRAGEN, JAWA TENGAH
35.04.09;Kec. Gondang, KAB. TULUNGAGUNG, JAWA TIMUR
35.16.02;Kec. Gondang, KAB. MOJOKERTO, JAWA TIMUR
35.18.17;Kec. Gondang, KAB. NGANJUK, JAWA TIMUR
35.22.26;Kec. Gondang, KAB. BOJONEGORO, JAWA TIMUR
35.07.10;Kec. Gondanglegi, KAB. MALANG, JAWA TIMUR
33.13.13;Kec. Gondangrejo, KAB. KARANGANYAR, JAWA TENGAH
35.14.18;Kec. Gondangwetan, KAB. PASURUAN, JAWA TIMUR
34.71.03;Kec. Gondokusuman, KOTA YOGYAKARTA, DAERAH ISTIMEWA YOGYAKARTA
34.71.10;Kec. Gondomanan, KOTA YOGYAKARTA, DAERAH ISTIMEWA YOGYAKARTA
81.05.11;Kec. Gorom Timur, KAB. SERAM BAGIAN TIMUR, MALUKU
95.04.05;Kec. Goyage, KAB. TOLIKARA, PAPUA PEGUNUNGAN
33.06.01;Kec. Grabag, KAB. PURWOREJO, JAWA TENGAH
33.08.18;Kec. Grabag, KAB. MAGELANG, JAWA TENGAH
35.23.20;Kec. Grabagan, KAB. TUBAN, JAWA TIMUR
35.14.20;Kec. Grati, KAB. PASURUAN, JAWA TIMUR
32.09.38;Kec. Greged, KAB. CIREBON, JAWA BARAT
91.03.18;Kec. Gresi Selatan, KAB. JAYAPURA, PAPUA
35.25.16;Kec. Gresik, KAB. GRESIK, JAWA TIMUR
33.25.07;Kec. Gringsing, KAB. BATANG, JAWA TENGAH
33.15.12;Kec. Grobogan, KAB. GROBOGAN, JAWA TENGAH
33.11.09;Kec. Grogol, KAB. SUKOHARJO, JAWA TENGAH
35.06.13;Kec. Grogol, KAB. KEDIRI, JAWA TIMUR
31.73.02;Kec. Grogol Petamburan, KOTA ADM. JAKARTA BARAT, DKI JAKARTA
11.07.25;Kec. Grong-grong, KAB. PIDIE, ACEH
35.11.06;Kec. Grujugan, KAB. BONDOWOSO, JAWA TIMUR
74.14.06;Kec. Gu, KAB. BUTON TENGAH, SULAWESI TENGGARA
35.78.08;Kec. Gubeng, KOTA SURABAYA, JAWA TIMUR
33.15.17;Kec. Gubug, KAB. GROBOGAN, JAWA TENGAH
94.02.23;Kec. Gubume, KAB. PUNCAK JAYA, PAPUA TENGAH
35.08.13;Kec. Gucialit, KAB. LUMAJANG, JAWA TIMUR
35.17.02;Kec. Gudo, KAB. JOMBANG, JAWA TIMUR
13.07.02;Kec. Guguak, KAB. LIMA PULUH KOTA, SUMATERA BARAT
13.75.01;Kec. Guguak Panjang, KOTA BUKITTINGGI, SUMATERA BARAT
35.29.09;Kec. Guluk-Guluk, KAB. SUMENEP, JAWA TIMUR
16.04.21;Kec. Gumay Talang, KAB. LAHAT, SUMATERA SELATAN
16.04.25;Kec. Gumay Ulu, KAB. LAHAT, SUMATERA SELATAN
72.10.08;Kec. Gumbasa, KAB. SIGI, SULAWESI TENGAH
33.02.15;Kec. Gumelar, KAB. BANYUMAS, JAWA TENGAH
35.09.04;Kec. Gumukmas, KAB. JEMBER, JAWA TIMUR
95.07.34;Kec. Guna, KAB. LANNY JAYA, PAPUA PEGUNUNGAN
95.04.20;Kec. Gundagi, KAB. TOLIKARA, PAPUA PEGUNUNGAN
33.17.03;Kec. Gunem, KAB. REMBANG, JAWA TENGAH
33.21.03;Kec. Guntur, KAB. DEMAK, JAWA TENGAH
13.07.08;Kec. Gunuang Omeh, KAB. LIMA PULUH KOTA, SUMATERA BARAT
18.12.05;Kec. Gunung Agung, KAB. TULANG BAWANG BARAT, LAMPUNG
18.06.21;Kec. Gunung Alip, KAB. TANGGAMUS, LAMPUNG
35.78.25;Kec. Gunung Anyar, KOTA SURABAYA, JAWA TIMUR
32.09.21;Kec. Gunung Jati, KAB. CIREBON, JAWA BARAT
36.03.32;Kec. Gunung Kaler, KAB. TANGERANG, BANTEN
15.01.06;Kec. Gunung Kerinci, KAB. KERINCI, JAMBI
21.01.04;Kec. Gunung Kijang, KAB. BINTAN, KEPULAUAN RIAU
18.08.10;Kec. Gunung Labuhan, KAB. WAY KANAN, LAMPUNG
12.08.02;Kec. Gunung Malela, KAB. SIMALUNGUN, SUMATERA UTARA
12.08.03;Kec. Gunung Maligas, KAB. SIMALUNGUN, SUMATERA UTARA
16.03.04;Kec. Gunung Megang, KAB. MUARA ENIM, SUMATERA SELATAN
11.10.06;Kec. Gunung Meriah, KAB. ACEH SINGKIL, ACEH
12.07.01;Kec. Gunung Meriah, KAB. DELI SERDANG, SUMATERA UTARA
18.07.18;Kec. Gunung Pelindung, KAB. LAMPUNG TIMUR, LAMPUNG
62.05.03;Kec. Gunung Purei, KAB. BARITO UTARA, KALIMANTAN TENGAH
32.01.02;Kec. Gunung Putri, KAB. BOGOR, JAWA BARAT
32.72.01;Kec. Gunung Puyuh, KOTA SUKABUMI, JAWA BARAT
15.01.01;Kec. Gunung Raya, KAB. KERINCI, JAMBI
14.01.20;Kec. Gunung Sahilan, KAB. KAMPAR, RIAU
32.01.11;Kec. Gunung Sindur, KAB. BOGOR, JAWA BARAT
12.11.12;Kec. Gunung Sitember, KAB. DAIRI, SUMATERA UTARA
18.02.04;Kec. Gunung Sugih, KAB. LAMPUNG TENGAH, LAMPUNG
64.03.06;Kec. Gunung Tabur, KAB. BERAU, KALIMANTAN TIMUR
13.02.07;Kec. Gunung Talang, KAB. SOLOK, SUMATERA BARAT
18.12.04;Kec. Gunung Terang, KAB. TULANG BAWANG BARAT, LAMPUNG
62.05.02;Kec. Gunung Timang, KAB. BARITO UTARA, KALIMANTAN TENGAH
15.01.15;Kec. Gunung Tujuh, KAB. KERINCI, JAMBI
32.02.27;Kec. Gunungguruh, KAB. SUKABUMI, JAWA BARAT
32.17.15;Kec. Gununghalu, KAB. BANDUNG BARAT, JAWA BARAT
36.02.08;Kec. Gunungkencana, KAB. LEBAK, BANTEN
33.74.12;Kec. Gunungpati, KOTA SEMARANG, JAWA TENGAH
36.04.33;Kec. Gunungsari, KAB. SERANG, BANTEN
52.01.09;Kec. Gunungsari, KAB. LOMBOK BARAT, NUSA TENGGARA BARAT
12.78.01;Kec. Gunungsitoli, KOTA GUNUNGSITOLI, SUMATERA UTARA
12.78.05;Kec. Gunungsitoli Alo'oa, KOTA GUNUNGSITOLI, SUMATERA UTARA
12.78.06;Kec. Gunungsitoli Barat, KOTA GUNUNGSITOLI, SUMATERA UTARA
12.78.04;Kec. Gunungsitoli Idanoi, KOTA GUNUNGSITOLI, SUMATERA UTARA
12.78.02;Kec. Gunungsitoli Selatan, KOTA GUNUNGSITOLI, SUMATERA UTARA
12.78.03;Kec. Gunungsitoli Utara, KOTA GUNUNGSITOLI, SUMATERA UTARA
32.06.23;Kec. Gunungtanjung, KAB. TASIKMALAYA, JAWA BARAT
14.09.07;Kec. Gunungtoar, KAB. KUANTAN SINGINGI, RIAU
13.12.06;Kec. Gunungtuleh, KAB. PASAMAN BARAT, SUMATERA BARAT
33.18.17;Kec. Gunungwungkal, KAB. PATI, JAWA TENGAH
95.07.27;Kec. Gupura, KAB. LANNY JAYA, PAPUA PEGUNUNGAN
94.02.10;Kec. Gurage, KAB. PUNCAK JAYA, PAPUA TENGAH
35.06.10;Kec. Gurah, KAB. KEDIRI, JAWA TIMUR
12.12.04;Kec. Habinsaran, KAB. TOBA, SUMATERA UTARA
53.11.02;Kec. Haharu, KAB. SUMBA TIMUR, NUSA TENGGARA TIMUR
93.03.05;Kec. Haju, KAB. MAPPI, PAPUA SELATAN
63.11.02;Kec. Halong, KAB. BALANGAN, KALIMANTAN SELATAN
12.20.03;Kec. Halongonan, KAB. PADANG LAWAS UTARA, SUMATERA UTARA
12.20.11;Kec. Halongonan Timur, KAB. PADANG LAWAS UTARA, SUMATERA UTARA
63.02.14;Kec. Hampang, KAB. KOTABARU, KALIMANTAN SELATAN
12.07.24;Kec. Hamparan Perak, KAB. DELI SERDANG, SUMATERA UTARA
15.72.03;Kec. Hamparan Rawang, KOTA SUNGAI PENUH, JAMBI
62.07.04;Kec. Hanau, KAB. SERUYAN, KALIMANTAN TENGAH
63.07.09;Kec. Hantakan, KAB. HULU SUNGAI TENGAH, KALIMANTAN SELATAN
32.08.26;Kec. Hantara, KAB. KUNINGAN, JAWA BARAT
12.08.15;Kec. Haranggaol Horisan, KAB. SIMALUNGUN, SUMATERA UTARA
13.07.05;Kec. Harau, KAB. LIMA PULUH KOTA, SUMATERA BARAT
12.17.05;Kec. Harian, KAB. SAMOSIR, SUMATERA UTARA
32.74.03;Kec. Harjamukti, KOTA CIREBON, JAWA BARAT
63.09.05;Kec. Haruai, KAB. TABALONG, KALIMANTAN SELATAN
63.07.01;Kec. Haruyan, KAB. HULU SUNGAI TENGAH, KALIMANTAN SELATAN
12.08.12;Kec. Hatonduhan, KAB. SIMALUNGUN, SUMATERA UTARA
63.05.12;Kec. Hatungun, KAB. TAPIN, KALIMANTAN SELATAN
63.08.08;Kec. Haur Gading, KAB. HULU SUNGAI UTARA, KALIMANTAN SELATAN
32.12.01;Kec. Haurgeulis, KAB. INDRAMAYU, JAWA BARAT
32.03.31;Kec. Haurwangi, KAB. CIANJUR, JAWA BARAT
53.20.05;Kec. Hawu Mehara, KAB. SABU RAIJUA, NUSA TENGGARA TIMUR
71.11.06;Kec. Helumo, KAB. BOLAANG MONGONDOW SELATAN, SULAWESI UTARA
91.71.05;Kec. Heram, KOTA JAYAPURA, PAPUA
95.03.27;Kec. Hereapini, KAB. YAHUKIMO, PAPUA PEGUNUNGAN
73.02.05;Kec. Herlang, KAB. BULUKUMBA, SULAWESI SELATAN
53.07.18;Kec. Hewokloang, KAB. SIKKA, NUSA TENGGARA TIMUR
12.14.04;Kec. Hibala, KAB. NIAS SELATAN, SUMATERA UTARA
12.04.05;Kec. Hiliduho, KAB. NIAS, SUMATERA UTARA
12.14.11;Kec. Hilimegai, KAB. NIAS SELATAN, SUMATERA UTARA
95.03.47;Kec. Hilipuk, KAB. YAHUKIMO, PAPUA PEGUNUNGAN
13.02.17;Kec. Hiliran Gumanti, KAB. SOLOK, SUMATERA BARAT
12.14.23;Kec. Hilisalawa'ahe, KAB. NIAS SELATAN, SUMATERA UTARA
12.04.20;Kec. Hiliserangkai, KAB. NIAS, SUMATERA UTARA
12.05.10;Kec. Hinai, KAB. LANGKAT, SUMATERA UTARA
92.12.10;Kec. Hingk, KAB. PEGUNUNGAN ARFAK, PAPUA BARAT
94.07.06;Kec. Hitadipa, KAB. INTAN JAYA, PAPUA TENGAH
81.02.16;Kec. Hoat Sorbay, KAB. MALUKU TENGGARA, MALUKU
92.01.52;Kec. Hobard, KAB. SORONG, PAPUA BARAT
95.03.14;Kec. Hogio, KAB. YAHUKIMO, PAPUA PEGUNUNGAN
95.03.34;Kec. Holuon, KAB. YAHUKIMO, PAPUA PEGUNUNGAN
94.07.02;Kec. Homeyo, KAB. INTAN JAYA, PAPUA TENGAH
94.04.14;Kec. Hoya, KAB. MIMIKA, PAPUA TENGAH
52.05.03;Kec. Hu'u, KAB. DOMPU, NUSA TENGGARA BARAT
81.06.08;Kec. Huamual, KAB. SERAM BAGIAN BARAT, MALUKU
81.06.04;Kec. Huamual Belakang, KAB. SERAM BAGIAN BARAT, MALUKU
95.01.16;Kec. Hubikiak, KAB. JAYAWIJAYA, PAPUA PEGUNUNGAN
95.01.04;Kec. Hubikosi, KAB. JAYAWIJAYA, PAPUA PEGUNUNGAN
75.71.09;Kec. Hulonthalangi, KOTA GORONTALO, GORONTALO
61.06.08;Kec. Hulu Gurung, KAB. KAPUAS HULU, KALIMANTAN BARAT
14.09.12;Kec. Hulu Kuantan, KAB. KUANTAN SINGINGI, RIAU
17.03.19;Kec. Hulu Palik, KAB. BENGKULU UTARA, BENGKULU
12.20.09;Kec. Hulu Sihapas, KAB. PADANG LAWAS UTARA, SUMATERA UTARA
61.04.19;Kec. Hulu Sungai, KAB. KETAPANG, KALIMANTAN BARAT
18.03.17;Kec. Hulu Sungkai, KAB. LAMPUNG UTARA, LAMPUNG
12.21.03;Kec. Huristak, KAB. PADANG LAWAS, SUMATERA UTARA
12.14.20;Kec. Huruna, KAB. NIAS SELATAN, SUMATERA UTARA
12.13.19;Kec. Huta Bargot, KAB. MANDAILING NATAL, SUMATERA UTARA
12.08.18;Kec. Huta Bayu Raja, KAB. SIMALUNGUN, SUMATERA UTARA
12.21.05;Kec. Huta Raja Tinggi, KAB. PADANG LAWAS, SUMATERA UTARA
95.01.17;Kec. Ibele, KAB. JAYAWIJAYA, PAPUA PEGUNUNGAN
82.01.03;Kec. Ibu, KAB. HALMAHERA BARAT, MALUKU UTARA
82.01.08;Kec. Ibu Selatan, KAB. HALMAHERA BARAT, MALUKU UTARA
82.01.07;Kec. Ibu Utara, KAB. HALMAHERA BARAT, MALUKU UTARA
32.04.36;Kec. Ibun, KAB. BANDUNG, JAWA BARAT
12.04.10;Kec. Idanogawo, KAB. NIAS, SUMATERA UTARA
12.14.35;Kec. Idanotae, KAB. NIAS SELATAN, SUMATERA UTARA
11.03.03;Kec. Idi Rayeuk, KAB. ACEH TIMUR, ACEH
11.03.23;Kec. Idi Timur, KAB. ACEH TIMUR, ACEH
11.03.14;Kec. Idi Tunong, KAB. ACEH TIMUR, ACEH
94.05.01;Kec. Ilaga, KAB. PUNCAK, PAPUA TENGAH
94.05.18;Kec. Ilaga Utara, KAB. PUNCAK, PAPUA TENGAH
94.02.13;Kec. Ilamburawi, KAB. PUNCAK JAYA, PAPUA TENGAH
53.13.03;Kec. Ile Ape, KAB. LEMBATA, NUSA TENGGARA TIMUR
53.13.09;Kec. Ile Ape Timur, KAB. LEMBATA, NUSA TENGGARA TIMUR
